529,10.12415,2073600,134276,1920,1080,8
530,10.1525,2073600,149725,1920,1080,8
531,10.16874,2073600,138376,1920,1080,8
532,10.18413,2073600,144430,1920,1080,8
533,10.20287,2073600,139133,1920,1080,8
534,10.21963,2073600,145764,1920,1080,8
535,10.23473,2073600,148567,1920,1080,8
536,10.2529,2073600,155623,1920,1080,8
537,10.26792,2073600,154356,1920,1080,8
538,10.28286,2073600,146560,1920,1080,8
539,10.30767,2073600,158452,1920,1080,8
540,10.32315,2073600,163723,1920,1080,8
541,10.3386,2073600,166972,1920,1080,8
542,10.35738,2073600,154969,1920,1080,8
543,10.37269,2073600,172905,1920,1080,8
544,10.38832,2073600,165085,1920,1080,8
545,10.40698,2073600,148297,1920,1080,8
546,10.42364,2073600,152210,1920,1080,8
547,10.43949,2073600,146560,1920,1080,8
548,10.46418,2073600,159483,1920,1080,8
549,10.47934,2073600,160248,1920,1080,8
550,10.49529,2073600,159807,1920,1080,8
551,10.51388,2073600,153805,1920,1080,8
552,10.52952,2073600,158755,1920,1080,8
553,10.55195,2073600,158396,1920,1080,8
554,10.57027,2073600,159364,1920,1080,8
555,10.58648,2073600,163322,1920,1080,8
556,10.60198,2073600,152444,1920,1080,8
557,10.62766,2073600,147819,1920,1080,8
558,10.64581,2073600,154503,1920,1080,8
559,10.66117,2073600,156660,1920,1080,8
560,10.68112,2073600,151703,1920,1080,8
561,10.6966,2073600,150306,1920,1080,8
562,10.71163,2073600,159244,1920,1080,8
563,10.72984,2073600,156396,1920,1080,8
564,10.74677,2073600,154770,1920,1080,8
565,10.76245,2073600,147656,1920,1080,8
566,10.78891,2073600,164733,1920,1080,8
567,10.80484,2073600,154451,1920,1080,8
568,10.8205,2073600,157944,1920,1080,8
569,10.83854,2073600,141522,1920,1080,8
570,10.85594,2073600,143300,1920,1080,8
571,10.8711,2073600,151569,1920,1080,8
572,10.89008,2073600,157845,1920,1080,8
573,10.90757,2073600,153783,1920,1080,8
574,10.923,2073600,140410,1920,1080,8
575,10.94776,2073600,142518,1920,1080,8
576,10.96319,2073600,143574,1920,1080,8
577,10.97836,2073600,151927,1920,1080,8
578,10.99653,2073600,152417,1920,1080,8
579,11.01147,2073600,143237,1920,1080,8
580,11.02661,2073600,146348,1920,1080,8
581,11.04531,2073600,136294,1920,1080,8
582,11.06245,2073600,141924,1920,1080,8
583,11.0783,2073600,148225,1920,1080,8
584,11.10291,2073600,153775,1920,1080,8
585,11.11785,2073600,143799,1920,1080,8
586,11.13386,2073600,151841,1920,1080,8
587,11.15291,2073600,149004,1920,1080,8
588,11.169,2073600,148944,1920,1080,8
589,11.18466,2073600,153362,1920,1080,8
590,11.20343,2073600,151739,1920,1080,8
591,11.21862,2073600,151961,1920,1080,8
592,11.23423,2073600,141196,1920,1080,8
593,11.25878,2073600,146713,1920,1080,8
594,11.27556,2073600,147452,1920,1080,8
595,11.29066,2073600,153602,1920,1080,8
596,11.30927,2073600,148147,1920,1080,8
597,11.32452,2073600,154372,1920,1080,8
598,11.33967,2073600,157837,1920,1080,8
599,11.35806,2073600,154755,1920,1080,8
600,11.37326,2073600,143713,1920,1080,8
601,11.38889,2073600,138631,1920,1080,8
602,11.41353,2073600,156695,1920,1080,8
603,11.42844,2073600,230699,1920,1080,8
604,11.44439,2073600,233395,1920,1080,8
605,11.46289,2073600,215834,1920,1080,8
606,11.48065,2073600,208750,1920,1080,8
607,11.49661,2073600,229362,1920,1080,8
608,11.51494,2073600,224153,1920,1080,8
609,11.5302,2073600,215405,1920,1080,8
610,11.54599,2073600,214404,1920,1080,8
611,11.57022,2073600,218187,1920,1080,8
612,11.5854,2073600,220434,1920,1080,8
613,11.60055,2073600,219374,1920,1080,8
614,11.61912,2073600,215304,1920,1080,8
615,11.63485,2073600,222875,1920,1080,8
616,11.65133,2073600,225359,1920,1080,8
617,11.67332,2073600,199057,1920,1080,8
618,11.69689,2073600,212714,1920,1080,8
619,11.72006,2073600,212912,1920,1080,8
620,11.73874,2073600,214370,1920,1080,8
621,11.75634,2073600,225527,1920,1080,8
622,11.77384,2073600,225119,1920,1080,8
623,11.79399,2073600,203086,1920,1080,8
624,11.80991,2073600,227848,1920,1080,8
625,11.82614,2073600,203930,1920,1080,8
626,11.84453,2073600,214827,1920,1080,8
627,11.86018,2073600,195774,1920,1080,8
628,11.88196,2073600,197056,1920,1080,8
629,11.90279,2073600,200845,1920,1080,8
630,11.9184,2073600,209238,1920,1080,8
631,11.93413,2073600,213799,1920,1080,8
632,11.95266,2073600,220296,1920,1080,8
633,11.96881,2073600,197236,1920,1080,8
634,11.98442,2073600,223576,1920,1080,8
635,12.00272,2073600,218140,1920,1080,8
636,12.01837,2073600,192114,1920,1080,8
637,12.0403,2073600,206029,1920,1080,8
638,12.05901,2073600,212670,1920,1080,8
639,12.07463,2073600,208033,1920,1080,8
640,12.09067,2073600,195609,1920,1080,8
641,12.11122,2073600,189323,1920,1080,8
642,12.12673,2073600,209219,1920,1080,8
643,12.14211,2073600,203909,1920,1080,8
644,12.16073,2073600,214605,1920,1080,8
645,12.17735,2073600,182211,1920,1080,8
646,12.19968,2073600,197114,1920,1080,8
647,12.21865,2073600,201439,1920,1080,8
648,12.23397,2073600,202729,1920,1080,8
649,12.24924,2073600,192891,1920,1080,8
650,12.26821,2073600,197534,1920,1080,8
651,12.28345,2073600,194932,1920,1080,8
652,12.29899,2073600,185824,1920,1080,8
653,12.31936,2073600,190525,1920,1080,8
654,12.33491,2073600,193806,1920,1080,8
655,12.35666,2073600,192937,1920,1080,8
656,12.37622,2073600,195749,1920,1080,8
657,12.3916,2073600,199814,1920,1080,8
658,12.40756,2073600,191035,1920,1080,8
659,12.42696,2073600,188447,1920,1080,8
660,12.4443,2073600,189399,1920,1080,8
661,12.46074,2073600,181216,1920,1080,8
662,12.47989,2073600,198082,1920,1080,8
663,12.49625,2073600,167430,1920,1080,8
664,12.51893,2073600,174250,1920,1080,8
665,12.54008,2073600,184811,1920,1080,8
666,12.55625,2073600,182845,1920,1080,8
667,12.57287,2073600,175998,1920,1080,8
668,12.59189,2073600,183975,1920,1080,8
669,12.60777,2073600,193914,1920,1080,8
670,12.62412,2073600,182809,1920,1080,8
671,12.64387,2073600,188551,1920,1080,8
672,12.66027,2073600,166230,1920,1080,8
673,12.6875,2073600,176322,1920,1080,8
674,12.70825,2073600,160665,1920,1080,8
675,12.72446,2073600,158889,1920,1080,8
